payment_id,unit_id,tenant_id,property_id,unit_type,lease_type,payment_method,payment_date,due_date,amount_due,amount_paid,late_fee,days_late,delinquent_flag,vacancy_flag,payment_flag,billed_flag,collected_flag,late_flag
PAY-03-01718,U-002-202,T-33113,PROP-002,2BR,Standard,Online,2025-12-02,2025-12-01,1984.45,1984.45,0.0,1,0,0,1,1,1,0
PAY-03-01719,U-004-109,T-57803,PROP-004,1BR,Standard,ACH,2025-12-04,2025-12-01,1458.2,1458.2,0.0,3,0,0,1,1,1,0
PAY-03-01720,U-002-314,T-11871,PROP-002,1BR,Corporate,Cash,2025-12-11,2025-12-01,1456.9,1456.9,70.0,10,0,0,1,1,1,1
PAY-03-01721,U-003-216,T-93526,PROP-003,1BR,Corporate,Online,2025-12-01,2025-12-01,1527.76,1527.76,0.0,0,0,0,1,1,1,0
PAY-03-01722,U-003-292,T-48891,PROP-003,Studio,Standard,Online,,2025-12-01,1164.34,0.0,0.0,0,0,1,0,1,0,0
PAY-03-01723,U-004-109,T-47938,PROP-004,2BR,Corporate,Online,,2025-12-01,2059.65,0.0,0.0,0,0,1,0,1,0,0
PAY-03-01724,U-004-310,T-15916,PROP-004,1BR,Corporate,Online,2025-12-06,2025-12-01,1498.97,1498.97,0.0,5,0,0,1,1,1,0
PAY-03-01725,U-004-395,T-94639,PROP-004,3BR,Standard,Online,2025-12-04,2025-12-01,2574.53,2574.53,0.0,3,0,0,1,1,1,0
PAY-03-01726,U-003-379,T-34539,PROP-003,2BR,Corporate,ACH,2025-12-08,2025-12-01,1900.93,1900.93,64.0,7,0,0,1,1,1,1
PAY-03-01727,U-004-135,T-28532,PROP-004,Studio,Standard,Check,2025-12-21,2025-12-01,1159.67,1159.67,90.0,20,0,0,1,1,1,1
PAY-03-01728,U-002-209,T-93562,PROP-002,1BR,Month-to-Month,ACH,2025-12-01,2025-12-01,1550.36,1550.36,0.0,0,0,0,1,1,1,0
PAY-03-01729,U-001-316,T-41336,PROP-001,Studio,Standard,Cash,2025-12-04,2025-12-01,1141.29,913.41,0.0,3,0,0,1,1,0,0
PAY-03-01730,U-003-322,T-27861,PROP-003,Studio,Standard,ACH,2025-12-01,2025-12-01,1156.83,1156.83,0.0,0,0,0,1,1,1,0
PAY-03-01731,U-001-328,T-72873,PROP-001,1BR,Standard,Online,2025-12-16,2025-12-01,1489.04,1489.04,80.0,15,0,0,1,1,1,1
PAY-03-01732,U-001-140,T-22496,PROP-001,Studio,Standard,Online,2025-12-06,2025-12-01,1142.48,1142.48,0.0,5,0,0,1,1,1,0
PAY-03-01733,U-002-119,T-69720,PROP-002,3BR,Standard,ACH,,2025-12-01,2498.76,0.0,0.0,0,0,1,0,1,0,0
PAY-03-01734,U-004-319,T-64247,PROP-004,2BR,Standard,ACH,2025-12-03,2025-12-01,1924.03,1924.03,0.0,2,0,0,1,1,1,0
PAY-03-01735,U-001-368,T-45125,PROP-001,1BR,Standard,ACH,2025-12-04,2025-12-01,1454.47,1454.47,0.0,3,0,0,1,1,1,0
PAY-03-01736,U-002-399,T-23301,PROP-002,2BR,Standard,Online,2025-12-01,2025-12-01,1943.88,1943.88,0.0,0,0,0,1,1,1,0
PAY-03-01737,U-004-346,T-15188,PROP-004,3BR,Standard,ACH,2025-12-04,2025-12-01,2555.59,2555.59,0.0,3,0,0,1,1,1,0
PAY-03-01738,U-002-248,T-43197,PROP-002,Studio,Standard,Online,2025-12-02,2025-12-01,1189.38,1189.38,0.0,1,0,0,1,1,1,0
PAY-03-01739,U-001-309,T-14308,PROP-001,1BR,Month-to-Month,Check,2025-12-02,2025-12-01,1462.1,833.13,0.0,1,0,0,1,1,0,0
PAY-03-01740,U-001-355,T-55778,PROP-001,1BR,Corporate,Cash,2025-12-03,2025-12-01,1467.07,1467.07,0.0,2,0,0,1,1,1,0
PAY-03-01741,U-003-380,T-93129,PROP-003,2BR,Standard,Online,2025-12-02,2025-12-01,1988.07,1988.07,0.0,1,0,0,1,1,1,0
PAY-03-01742,U-003-151,T-16398,PROP-003,2BR,Standard,Check,2025-12-02,2025-12-01,1999.31,1999.31,0.0,1,0,0,1,1,1,0
PAY-03-01743,U-002-379,T-30315,PROP-002,Studio,Corporate,Check,2025-12-16,2025-12-01,1176.54,1176.54,80.0,15,0,0,1,1,1,1
PAY-03-01744,U-003-212,T-86367,PROP-003,1BR,Standard,ACH,2025-12-01,2025-12-01,1507.31,1507.31,0.0,0,0,0,1,1,1,0
PAY-03-01745,U-002-108,T-88237,PROP-002,2BR,Month-to-Month,ACH,2025-12-02,2025-12-01,1947.45,1701.71,0.0,1,0,0,1,1,0,0
PAY-03-01746,U-002-159,T-79240,PROP-002,2BR,Standard,Online,2025-12-01,2025-12-01,2026.48,2026.48,0.0,0,0,0,1,1,1,0
PAY-03-01747,U-003-192,T-16669,PROP-003,Studio,Corporate,ACH,2025-12-06,2025-12-01,1229.98,1229.98,0.0,5,0,0,1,1,1,0
PAY-03-01748,U-002-242,,PROP-002,1BR,Month-to-Month,Online,2025-12-03,2025-12-01,1555.82,1555.82,0.0,2,0,0,1,1,1,0
PAY-03-01749,U-002-387,T-13422,PROP-002,1BR,Month-to-Month,Online,2025-12-03,2025-12-01,1529.78,1529.78,0.0,2,0,0,1,1,1,0
PAY-03-01750,U-002-365,T-47901,PROP-002,2BR,Standard,ACH,2025-12-01,2025-12-01,2056.16,2056.16,0.0,0,0,0,1,1,1,0
PAY-03-01751,U-001-339,T-61517,PROP-001,2BR,Month-to-Month,Check,2025-12-21,2025-12-01,1964.82,1964.82,90.0,20,0,0,1,1,1,1
PAY-03-01752,U-004-283,T-24832,PROP-004,1BR,Standard,ACH,2025-12-01,2025-12-01,1466.5,1466.5,0.0,0,0,0,1,1,1,0
PAY-03-01753,U-003-389,T-72912,PROP-003,1BR,Standard,Check,,2025-12-01,1498.18,0.0,0.0,0,0,1,0,1,0,0
PAY-03-01754,U-004-279,T-15276,PROP-004,2BR,Standard,ACH,2025-12-04,2025-12-01,1973.42,1973.42,0.0,3,0,0,1,1,1,0
PAY-03-01755,U-001-173,T-57054,PROP-001,1BR,Corporate,ACH,2025-12-08,2025-12-01,1518.52,1518.52,64.0,7,0,0,1,1,1,1
PAY-03-01756,U-003-102,T-43254,PROP-003,3BR,Standard,Check,2025-12-04,2025-12-01,2528.55,2528.55,0.0,3,0,0,1,1,1,0
PAY-03-01757,U-001-242,T-74806,PROP-001,3BR,Standard,Cash,2025-12-04,2025-12-01,2573.25,2573.25,0.0,3,0,0,1,1,1,0
PAY-03-01758,U-001-142,T-69624,PROP-001,1BR,Month-to-Month,Online,2025-12-02,2025-12-01,1449.6,1449.6,0.0,1,0,0,1,1,1,0
PAY-03-01759,U-002-366,T-72001,PROP-002,Studio,Month-to-Month,ACH,2025-12-01,2025-12-01,1142.43,1142.43,0.0,0,0,0,1,1,1,0
PAY-03-01760,U-002-194,T-92322,PROP-002,1BR,Month-to-Month,ACH,2025-12-04,2025-12-01,1501.79,1501.79,0.0,3,0,0,1,1,1,0
PAY-03-01761,U-001-293,T-27698,PROP-001,2BR,Month-to-Month,Cash,2025-12-02,2025-12-01,2016.34,2016.34,0.0,1,0,0,1,1,1,0
PAY-03-01762,U-003-184,T-24329,PROP-003,3BR,Standard,ACH,2025-12-08,2025-12-01,2459.9,2459.9,64.0,7,0,0,1,1,1,1
PAY-03-01763,U-003-339,T-29029,PROP-003,1BR,Month-to-Month,Cash,2025-12-02,2025-12-01,1481.16,1481.16,0.0,1,0,0,1,1,1,0
PAY-03-01764,U-003-353,T-64423,PROP-003,1BR,Corporate,Cash,2025-12-02,2025-12-01,1437.66,1437.66,0.0,1,0,0,1,1,1,0
PAY-03-01765,U-002-267,T-55164,PROP-002,Studio,Standard,ACH,2025-12-04,2025-12-01,1148.37,1148.37,0.0,3,0,0,1,1,1,0
PAY-03-01766,U-001-137,T-39310,PROP-001,Studio,Corporate,ACH,2025-12-02,2025-12-01,1197.57,1197.57,0.0,1,0,0,1,1,1,0
PAY-03-01767,U-003-171,T-31992,PROP-003,2BR,Standard,ACH,2025-12-01,2025-12-01,1906.46,1906.46,0.0,0,0,0,1,1,1,0
PAY-03-01768,U-002-206,T-14407,PROP-002,1BR,Standard,Online,2025-12-01,2025-12-01,1452.62,1452.62,0.0,0,0,0,1,1,1,0
PAY-03-01769,U-003-119,T-31182,PROP-003,1BR,Standard,ACH,2025-12-04,2025-12-01,1446.53,1446.53,0.0,3,0,0,1,1,1,0
PAY-03-01770,U-004-119,T-70274,PROP-004,2BR,Standard,Online,2025-12-02,2025-12-01,1922.42,1922.42,0.0,1,0,0,1,1,1,0
PAY-03-01771,U-001-191,T-33101,PROP-001,2BR,Month-to-Month,Online,2025-12-01,2025-12-01,2068.95,2068.95,0.0,0,0,0,1,1,1,0
PAY-03-01772,U-004-291,T-30250,PROP-004,3BR,Standard,Online,,2025-12-01,2490.4,0.0,0.0,0,0,1,0,1,0,0
PAY-03-01773,U-001-177,T-26779,PROP-001,3BR,Standard,Online,2025-12-11,2025-12-01,2613.24,2613.24,70.0,10,0,0,1,1,1,1
PAY-03-01774,U-001-180,T-74809,PROP-001,Studio,Corporate,Cash,2025-12-01,2025-12-01,1153.7,1153.7,0.0,0,0,0,1,1,1,0
PAY-03-01775,U-003-218,T-43028,PROP-003,2BR,Month-to-Month,ACH,2025-12-06,2025-12-01,1958.31,1958.31,0.0,5,0,0,1,1,1,0
PAY-03-01776,U-002-188,T-31463,PROP-002,1BR,Month-to-Month,Online,2025-12-01,2025-12-01,1452.06,1452.06,0.0,0,0,0,1,1,1,0
PAY-03-01777,U-001-238,T-90828,PROP-001,1BR,Standard,Cash,2025-12-21,2025-12-01,1476.26,1476.26,90.0,20,0,0,1,1,1,1
PAY-03-01778,U-004-283,T-67549,PROP-004,2BR,Standard,Cash,2025-12-11,2025-12-01,2029.35,2029.35,70.0,10,0,0,1,1,1,1
PAY-03-01779,U-001-381,T-92587,PROP-001,3BR,Standard,ACH,2025-12-02,2025-12-01,2423.95,2423.95,0.0,1,0,0,1,1,1,0
PAY-03-01780,U-001-170,T-31171,PROP-001,2BR,Month-to-Month,Check,2025-12-06,2025-12-01,2023.91,2023.91,0.0,5,0,0,1,1,1,0
PAY-03-01781,U-004-124,T-80102,PROP-004,1BR,Standard,Online,2025-12-03,2025-12-01,1552.7,1373.58,0.0,2,0,0,1,1,0,0
PAY-03-01782,U-001-218,T-34187,PROP-001,Studio,Standard,Check,,2025-12-01,1242.73,0.0,0.0,0,0,1,0,1,0,0
PAY-03-01783,U-001-290,T-72587,PROP-001,1BR,Month-to-Month,ACH,,2025-12-01,1432.71,0.0,0.0,0,0,1,0,1,0,0
PAY-03-01784,U-004-301,T-71382,PROP-004,2BR,Standard,Check,2025-12-02,2025-12-01,2089.79,2089.79,0.0,1,0,0,1,1,1,0
PAY-03-01785,U-003-399,T-69818,PROP-003,2BR,Month-to-Month,Online,2025-12-02,2025-12-01,1992.07,1992.07,0.0,1,0,0,1,1,1,0
PAY-03-01786,U-003-384,T-76049,PROP-003,2BR,Month-to-Month,ACH,2025-12-01,2025-12-01,1919.79,1919.79,0.0,0,0,0,1,1,1,0
PAY-03-01787,U-002-322,T-86027,PROP-002,Studio,Corporate,Cash,2025-12-04,2025-12-01,1140.17,1140.17,0.0,3,0,0,1,1,1,0
PAY-03-01788,U-002-251,T-60980,PROP-002,1BR,Corporate,Check,2025-12-02,2025-12-01,1499.88,1499.88,0.0,1,0,0,1,1,1,0
PAY-03-01789,U-003-244,T-65189,PROP-003,1BR,Corporate,ACH,2025-12-02,2025-12-01,1526.43,1526.43,0.0,1,0,0,1,1,1,0
PAY-03-01790,U-001-281,T-88958,PROP-001,Studio,Corporate,ACH,2025-12-02,2025-12-01,1259.19,1259.19,0.0,1,0,0,1,1,1,0
PAY-03-01791,U-004-145,T-28932,PROP-004,2BR,Standard,ACH,2025-12-02,2025-12-01,1966.3,1966.3,0.0,1,0,0,1,1,1,0
PAY-03-01792,U-003-179,T-48297,PROP-003,2BR,Corporate,ACH,2025-12-02,2025-12-01,2069.11,2069.11,0.0,1,0,0,1,1,1,0
PAY-03-01793,U-002-136,T-46780,PROP-002,1BR,Corporate,ACH,2025-12-01,2025-12-01,1513.58,1513.58,0.0,0,0,0,1,1,1,0
PAY-03-01794,U-002-215,T-83741,PROP-002,2BR,Standard,ACH,2025-12-03,2025-12-01,2067.61,1844.42,0.0,2,0,0,1,1,0,0
PAY-03-01795,U-004-224,T-78089,PROP-004,1BR,Month-to-Month,Cash,2025-12-01,2025-12-01,1568.21,1568.21,0.0,0,0,0,1,1,1,0
PAY-03-01796,U-001-368,T-23934,PROP-001,2BR,Standard,Online,2025-12-03,2025-12-01,2041.75,2041.75,0.0,2,0,0,1,1,1,0
PAY-03-01797,U-004-123,T-59205,PROP-004,3BR,Standard,Cash,2025-12-01,2025-12-01,2536.22,2536.22,0.0,0,0,0,1,1,1,0
PAY-03-01798,U-001-338,T-75205,PROP-001,2BR,Standard,ACH,2025-12-02,2025-12-01,1905.45,1905.45,0.0,1,0,0,1,1,1,0
PAY-03-01799,U-004-387,T-19779,PROP-004,3BR,Standard,Check,2025-12-01,2025-12-01,2464.89,2464.89,0.0,0,0,0,1,1,1,0
PAY-03-01800,U-002-313,T-94967,PROP-002,Studio,Standard,Check,2025-12-01,2025-12-01,1179.26,1179.26,0.0,0,0,0,1,1,1,0
PAY-03-01801,U-002-232,T-65695,PROP-002,2BR,Standard,Online,2025-12-04,2025-12-01,2014.26,2014.26,0.0,3,0,0,1,1,1,0
PAY-03-01802,U-002-395,T-33294,PROP-002,1BR,Corporate,Check,2025-12-01,2025-12-01,1495.68,1495.68,0.0,0,0,0,1,1,1,0
PAY-03-01803,U-003-232,T-50708,PROP-003,2BR,Standard,ACH,2025-12-03,2025-12-01,2054.33,2054.33,0.0,2,0,0,1,1,1,0
PAY-03-01804,U-004-101,T-45513,PROP-004,3BR,Standard,Online,2025-12-01,2025-12-01,2484.07,2484.07,0.0,0,0,0,1,1,1,0
PAY-03-01805,U-003-351,T-24172,PROP-003,3BR,Standard,ACH,2025-12-21,2025-12-01,2579.42,2579.42,90.0,20,0,0,1,1,1,1
PAY-03-01806,U-003-332,T-51959,PROP-003,1BR,Standard,Cash,,2025-12-01,1493.74,0.0,0.0,0,0,1,0,1,0,0
PAY-03-01807,U-001-364,T-41977,PROP-001,1BR,Standard,ACH,2025-12-01,2025-12-01,1547.97,1547.97,0.0,0,0,0,1,1,1,0
PAY-03-01808,U-003-135,T-35917,PROP-003,2BR,Standard,ACH,2025-12-11,2025-12-01,2046.7,2046.7,70.0,10,0,0,1,1,1,1
PAY-03-01809,U-002-365,T-78475,PROP-002,Studio,Standard,ACH,2025-12-01,2025-12-01,1259.31,1259.31,0.0,0,0,0,1,1,1,0
PAY-03-01810,U-001-196,T-57113,PROP-001,2BR,Standard,Check,2025-12-01,2025-12-01,1995.59,1995.59,0.0,0,0,0,1,1,1,0
PAY-03-01811,U-004-272,T-94895,PROP-004,1BR,Standard,ACH,2025-12-08,2025-12-01,1467.54,1467.54,64.0,7,0,0,1,1,1,1
PAY-03-01812,U-001-269,T-73717,PROP-001,2BR,Standard,Check,2025-12-01,2025-12-01,2021.67,2021.67,0.0,0,0,0,1,1,1,0
PAY-03-01813,U-001-236,T-33814,PROP-001,2BR,Standard,Cash,2025-12-04,2025-12-01,2020.57,2020.57,0.0,3,0,0,1,1,1,0
PAY-03-01814,U-003-292,T-82191,PROP-003,1BR,Standard,Online,2025-12-28,2025-12-01,1531.78,1531.78,110.0,30,1,0,1,1,1,1
PAY-03-01815,U-001-126,T-89037,PROP-001,Studio,Standard,Cash,2025-12-11,2025-12-01,1252.61,1252.61,70.0,10,0,0,1,1,1,1
PAY-03-01816,U-003-396,T-59369,PROP-003,1BR,Standard,ACH,2025-12-02,2025-12-01,1465.68,1465.68,0.0,1,0,0,1,1,1,0
PAY-03-01817,U-001-279,T-13754,PROP-001,1BR,Month-to-Month,Online,2025-12-04,2025-12-01,1551.88,1551.88,0.0,3,0,0,1,1,1,0
PAY-03-01818,U-001-225,T-24313,PROP-001,2BR,Month-to-Month,Check,2025-12-02,2025-12-01,1911.81,1911.81,0.0,1,0,0,1,1,1,0
PAY-03-01819,U-003-235,T-29079,PROP-003,2BR,Standard,Online,2025-12-11,2025-12-01,2000.36,2000.36,70.0,10,0,0,1,1,1,1
PAY-03-01820,U-002-332,T-36401,PROP-002,1BR,Month-to-Month,Cash,2025-12-01,2025-12-01,1534.27,1534.27,0.0,0,0,0,1,1,1,0
PAY-03-01821,U-001-140,T-87930,PROP-001,2BR,Month-to-Month,ACH,2025-12-01,2025-12-01,2039.67,2039.67,0.0,0,0,0,1,1,1,0
PAY-03-01822,U-004-122,T-42325,PROP-004,1BR,Standard,Check,2025-12-01,2025-12-01,1533.87,1533.87,0.0,0,0,0,1,1,1,0
PAY-03-01823,U-003-340,T-63963,PROP-003,2BR,Corporate,Check,2025-12-02,2025-12-01,2061.76,2061.76,0.0,1,0,0,1,1,1,0
PAY-03-01824,U-004-129,T-62224,PROP-004,3BR,Standard,Check,2025-12-11,2025-12-01,2616.66,2616.66,70.0,10,0,0,1,1,1,1
PAY-03-01825,U-002-268,T-16981,PROP-002,2BR,Standard,Online,2025-12-01,2025-12-01,2050.68,2050.68,0.0,0,0,0,1,1,1,0
PAY-03-01826,U-003-337,T-22903,PROP-003,1BR,Standard,Online,2025-12-03,2025-12-01,1441.0,1441.0,0.0,2,0,0,1,1,1,0
PAY-03-01827,U-002-373,T-53320,PROP-002,1BR,Month-to-Month,ACH,2025-12-06,2025-12-01,1473.69,943.09,0.0,5,0,0,1,1,0,0
PAY-03-01828,U-004-378,T-48534,PROP-004,2BR,Standard,Online,2025-12-01,2025-12-01,2050.47,2050.47,0.0,0,0,0,1,1,1,0
PAY-03-01829,U-002-312,T-82746,PROP-002,Studio,Month-to-Month,Online,2025-12-01,2025-12-01,1242.72,1242.72,0.0,0,0,0,1,1,1,0
PAY-03-01830,U-003-216,T-25437,PROP-003,3BR,Standard,Check,2025-12-02,2025-12-01,2411.96,2411.96,0.0,1,0,0,1,1,1,0
PAY-03-01831,U-003-118,T-77746,PROP-003,1BR,Standard,Cash,2025-12-16,2025-12-01,1547.76,1547.76,80.0,15,0,0,1,1,1,1
PAY-03-01832,U-002-216,T-41027,PROP-002,2BR,Standard,Check,2025-12-01,2025-12-01,2054.48,2054.48,0.0,0,0,0,1,1,1,0
PAY-03-01833,U-003-158,T-58049,PROP-003,2BR,Corporate,ACH,2025-12-02,2025-12-01,2090.6,2090.6,0.0,1,0,0,1,1,1,0
PAY-03-01834,U-003-176,T-33812,PROP-003,2BR,Month-to-Month,Cash,2025-12-02,2025-12-01,1931.12,1931.12,0.0,1,0,0,1,1,1,0
PAY-03-01835,U-004-258,T-86533,PROP-004,1BR,Standard,Online,2025-12-16,2025-12-01,1428.48,1428.48,80.0,15,0,0,1,1,1,1
PAY-03-01836,U-002-200,T-79224,PROP-002,1BR,Standard,Cash,2025-12-04,2025-12-01,1466.64,1466.64,0.0,3,0,0,1,1,1,0
PAY-03-01837,U-003-258,T-47588,PROP-003,2BR,Month-to-Month,Check,2025-12-08,2025-12-01,2053.77,2053.77,64.0,7,0,0,1,1,1,1
PAY-03-01838,U-003-247,T-95198,PROP-003,2BR,Standard,Online,2025-12-01,2025-12-01,2071.45,2071.45,0.0,0,0,0,1,1,1,0
PAY-03-01839,U-002-164,T-90029,PROP-002,1BR,Standard,ACH,2025-12-04,2025-12-01,1453.28,1453.28,0.0,3,0,0,1,1,1,0
PAY-03-01840,U-002-144,T-42293,PROP-002,1BR,Month-to-Month,Cash,2025-12-01,2025-12-01,1540.95,955.23,0.0,0,0,0,1,1,0,0
PAY-03-01841,U-003-103,T-24774,PROP-003,3BR,Standard,ACH,2025-12-01,2025-12-01,2393.48,2393.48,0.0,0,0,0,1,1,1,0
PAY-03-01842,U-002-172,T-26397,PROP-002,1BR,Standard,Check,2025-12-02,2025-12-01,1528.22,1528.22,0.0,1,0,0,1,1,1,0
PAY-03-01843,U-003-250,T-67950,PROP-003,1BR,Standard,Check,2025-12-03,2025-12-01,1547.74,1547.74,0.0,2,0,0,1,1,1,0
PAY-03-01844,U-003-106,T-58556,PROP-003,3BR,Corporate,ACH,2025-12-08,2025-12-01,2539.74,2539.74,64.0,7,0,0,1,1,1,1
PAY-03-01845,U-002-351,T-62902,PROP-002,2BR,Standard,Online,2025-12-16,2025-12-01,2039.35,2039.35,80.0,15,0,0,1,1,1,1
PAY-03-01846,U-001-149,T-18501,PROP-001,Studio,Standard,ACH,2025-12-01,2025-12-01,1164.86,1164.86,0.0,0,0,0,1,1,1,0
PAY-03-01847,U-001-117,T-38059,PROP-001,2BR,Standard,Check,2025-12-01,2025-12-01,1985.07,1985.07,0.0,0,0,0,1,1,1,0
PAY-03-01848,U-004-149,T-84590,PROP-004,2BR,Standard,Online,2025-12-01,2025-12-01,2038.33,1350.32,0.0,0,0,0,1,1,0,0
PAY-03-01849,U-002-313,T-91155,PROP-002,1BR,Standard,Check,2025-12-16,2025-12-01,1484.12,1484.12,80.0,15,0,0,1,1,1,1
PAY-03-01850,U-003-337,T-12911,PROP-003,2BR,Corporate,ACH,2025-12-01,2025-12-01,2048.39,2048.39,0.0,0,0,0,1,1,1,0
PAY-03-01851,U-004-211,T-57176,PROP-004,3BR,Standard,Check,2025-12-01,2025-12-01,2568.28,2568.28,0.0,0,0,0,1,1,1,0
PAY-03-01852,U-004-120,T-60470,PROP-004,3BR,Standard,ACH,2025-12-06,2025-12-01,2422.24,2422.24,0.0,5,0,0,1,1,1,0
PAY-03-01853,U-001-154,T-97218,PROP-001,1BR,Standard,Online,2025-12-02,2025-12-01,1483.13,1483.13,0.0,1,0,0,1,1,1,0
PAY-03-01854,U-002-352,T-22151,PROP-002,1BR,Standard,Online,2025-12-01,2025-12-01,1567.8,1567.8,0.0,0,0,0,1,1,1,0
PAY-03-01855,U-003-326,T-64128,PROP-003,2BR,Standard,ACH,2025-12-01,2025-12-01,1989.1,1989.1,0.0,0,0,0,1,1,1,0
PAY-03-01856,U-002-283,T-25640,PROP-002,1BR,Month-to-Month,ACH,2025-12-01,2025-12-01,1510.42,1510.42,0.0,0,0,0,1,1,1,0
PAY-03-01857,U-003-100,T-72852,PROP-003,Studio,Standard,ACH,2025-12-01,2025-12-01,1142.34,1142.34,0.0,0,0,0,1,1,1,0
PAY-03-01858,U-002-117,T-66846,PROP-002,3BR,Standard,ACH,2025-12-01,2025-12-01,2485.56,2485.56,0.0,0,0,0,1,1,1,0
PAY-03-01859,U-002-173,T-83516,PROP-002,1BR,Standard,ACH,2025-12-01,2025-12-01,1440.4,1440.4,0.0,0,0,0,1,1,1,0
PAY-03-01860,U-003-193,,PROP-003,2BR,Standard,ACH,2025-12-03,2025-12-01,1925.34,1925.34,0.0,2,0,0,1,1,1,0
PAY-03-01861,U-002-305,T-56104,PROP-002,2BR,Corporate,Check,2025-12-03,2025-12-01,2074.12,1909.43,0.0,2,0,0,1,1,0,0
PAY-03-01862,U-001-159,T-64199,PROP-001,3BR,Standard,Online,2025-12-02,2025-12-01,2594.42,2594.42,0.0,1,0,0,1,1,1,0
PAY-03-01863,U-002-290,T-17883,PROP-002,1BR,Standard,Check,2025-12-16,2025-12-01,1507.74,1507.74,80.0,15,0,0,1,1,1,1
PAY-03-01864,U-002-115,T-41638,PROP-002,2BR,Standard,Online,2025-12-06,2025-12-01,1946.25,1946.25,0.0,5,0,0,1,1,1,0
PAY-03-01865,U-001-315,T-22664,PROP-001,Studio,Month-to-Month,Online,2025-12-28,2025-12-01,1247.69,1247.69,110.0,30,1,0,1,1,1,1
PAY-03-01866,U-003-169,T-53505,PROP-003,3BR,Month-to-Month,Online,2025-12-06,2025-12-01,2488.79,2488.79,0.0,5,0,0,1,1,1,0
PAY-03-01867,U-004-203,T-15941,PROP-004,1BR,Corporate,Online,2025-12-06,2025-12-01,1562.09,1562.09,0.0,5,0,0,1,1,1,0
PAY-03-01868,U-002-237,T-47495,PROP-002,1BR,Standard,Cash,2025-12-21,2025-12-01,1556.6,1556.6,90.0,20,0,0,1,1,1,1
PAY-03-01869,U-003-239,T-59709,PROP-003,1BR,Month-to-Month,ACH,2025-12-01,2025-12-01,1507.18,1507.18,0.0,0,0,0,1,1,1,0
PAY-03-01870,U-001-104,T-15774,PROP-001,1BR,Standard,Online,2025-12-08,2025-12-01,1506.67,1506.67,64.0,7,0,0,1,1,1,1
PAY-03-01871,U-002-241,T-46176,PROP-002,Studio,Standard,ACH,2025-12-01,2025-12-01,1190.6,1190.6,0.0,0,0,0,1,1,1,0
PAY-03-01872,U-002-317,T-57605,PROP-002,1BR,Month-to-Month,ACH,2025-12-01,2025-12-01,1574.8,1574.8,0.0,0,0,0,1,1,1,0
PAY-03-01873,U-002-185,T-14669,PROP-002,Studio,Standard,Online,2025-12-21,2025-12-01,1208.46,1208.46,90.0,20,0,0,1,1,1,1
PAY-03-01874,U-002-242,T-75272,PROP-002,2BR,Corporate,ACH,2025-12-01,2025-12-01,1989.27,1989.27,0.0,0,0,0,1,1,1,0
PAY-03-01875,U-003-341,T-55186,PROP-003,Studio,Standard,Online,2025-12-06,2025-12-01,1173.55,1173.55,0.0,5,0,0,1,1,1,0
PAY-03-01876,U-003-305,T-71195,PROP-003,Studio,Month-to-Month,Check,2025-12-01,2025-12-01,1190.0,1190.0,0.0,0,0,0,1,1,1,0
PAY-03-01877,U-002-310,T-80459,PROP-002,1BR,Standard,Online,2025-12-28,2025-12-01,1464.4,1464.4,110.0,30,1,0,1,1,1,1
PAY-03-01878,U-004-137,T-42551,PROP-004,2BR,Standard,Cash,2025-12-21,2025-12-01,1985.26,1985.26,90.0,20,0,0,1,1,1,1
PAY-03-01879,U-001-165,T-25011,PROP-001,2BR,Month-to-Month,Online,2025-12-02,2025-12-01,1984.29,1984.29,0.0,1,0,0,1,1,1,0
PAY-03-01880,U-001-115,T-26525,PROP-001,Studio,Corporate,ACH,2025-12-01,2025-12-01,1173.42,1173.42,0.0,0,0,0,1,1,1,0
PAY-03-01881,U-002-184,T-85009,PROP-002,3BR,Standard,Online,2025-12-01,2025-12-01,2539.57,2539.57,0.0,0,0,0,1,1,1,0
PAY-03-01882,U-003-322,T-35494,PROP-003,Studio,Month-to-Month,ACH,2025-12-02,2025-12-01,1196.06,1196.06,0.0,1,0,0,1,1,1,0
PAY-03-01883,U-002-175,T-49627,PROP-002,1BR,Corporate,Cash,2025-12-28,2025-12-01,1558.77,1558.77,110.0,30,1,0,1,1,1,1
PAY-03-01884,U-003-292,T-20914,PROP-003,3BR,Month-to-Month,Online,2025-12-01,2025-12-01,2453.33,2453.33,0.0,0,0,0,1,1,1,0
PAY-03-01885,U-001-112,T-19149,PROP-001,2BR,Standard,Online,2025-12-01,2025-12-01,1935.95,1935.95,0.0,0,0,0,1,1,1,0
PAY-03-01886,U-004-288,T-29992,PROP-004,Studio,Standard,Cash,2025-12-02,2025-12-01,1188.97,1188.97,0.0,1,0,0,1,1,1,0
PAY-03-01887,U-001-311,T-93211,PROP-001,2BR,Corporate,ACH,2025-12-16,2025-12-01,1907.71,1907.71,80.0,15,0,0,1,1,1,1
PAY-03-01888,U-002-105,T-47051,PROP-002,2BR,Standard,Online,2025-12-01,2025-12-01,1994.46,1994.46,0.0,0,0,0,1,1,1,0
PAY-03-01889,U-002-157,T-72183,PROP-002,1BR,Month-to-Month,ACH,2025-12-11,2025-12-01,1436.61,1436.61,70.0,10,0,0,1,1,1,1
PAY-03-01890,U-004-240,T-36324,PROP-004,1BR,Month-to-Month,Online,2025-12-01,2025-12-01,1554.43,1554.43,0.0,0,0,0,1,1,1,0
